donation_id,entity_id,fundraiser_id,amount,donation_date,donation_type,occupant_full_name,donor_type,earmarked_fund,center,notes
FAM0902-20210415-0001,FAM0902,Unprompted,555.56,2021-04-15,Direct Donation,Payton White 1385,Personal,Unrestricted,Corporate,
FAM0918-20200229-0001,FAM0918,Training and Staff Development; CAAEYC 2020,40.00,2020-02-29,Direct Donation,Harper Allen 495,Personal,Unrestricted,HP,
FAM0922-20200229-0001,FAM0922,Training and Staff Development; CAAEYC 2020,50.00,2020-02-29,Direct Donation,Robin White 781,Personal,Unrestricted,HP,
FAM0937-20200228-0001,FAM0937,Training and Staff Development; CAAEYC 2020,20.00,2020-02-28,Direct Donation,Harper Adams 215,Personal,Unrestricted,HP,
FAM0941-20071211-0001,FAM0941,Letter Campaign 2007,25.00,2007-12-11,Direct Donation,Shannon King 941,Personal,Unrestricted,Corporate,
FAM0941-20081223-0001,FAM0941,Letter Campaign 2008,35.00,2008-12-23,Direct Donation,Shannon King 941,Personal,Unrestricted,Corporate,
FAM0941-20110201-0001,FAM0941,Letter Campaign 2010,40.00,2011-02-01,Direct Donation,Shannon King 941,Personal,Unrestricted,Corporate,
FAM0954-20200228-0001,FAM0954,Training and Staff Development; CAAEYC 2020,25.00,2020-02-28,Direct Donation,Parker Phillips 19,Personal,Unrestricted,HP,
FAM0954-20200228-0002,FAM0954,Training and Staff Development; CAAEYC 2020,25.00,2020-02-28,Direct Donation,Elliot Parker 1054,Personal,Unrestricted,HP,
FAM0961-20200129-0001,FAM0961,Training and Staff Development; CAAEYC 2020,100.00,2020-01-29,Direct Donation,Elliot Clark 774,Personal,Unrestricted,HP,
FAM0993-20171222-0001,FAM0993,PGSF Letter Campaign 2017,100.00,2017-12-22,Direct Donation,Harper Perez 1095,Personal,PGSF,Corporate,
FAM0997-20200212-0001,FAM0997,Training and Staff Development; CAAEYC 2020,25.00,2020-02-12,Direct Donation,Eden Adams 1235,Personal,Unrestricted,LCV,
FAM1004-20131212-0001,FAM1004,Letter Campaign 2013,100.00,2013-12-12,Direct Donation,Aubrey Hall 1473,Personal,Unrestricted,Corporate,
FAM1004-20161203-0001,FAM1004,Pat Griffith Scholarship Fund Creation,100.00,2016-12-03,Direct Donation,Aubrey Hall 1473,Personal,PGSF,Corporate,
FAM1004-20171230-0001,FAM1004,PGSF Letter Campaign 2017,100.00,2017-12-30,Direct Donation,Aubrey Hall 1473,Personal,PGSF,Corporate,
FAM1010-20220430-0001,FAM1010,Unprompted,50.00,2022-04-30,Direct Donation,Logan Morris 698,Personal,Unrestricted,LCV,
FAM1024-20091219-0001,FAM1024,Letter Campaign 2009,100.00,2009-12-19,Direct Donation,Charlie White 773,Personal,Unrestricted,Corporate,
FAM1026-20061222-0001,FAM1026,Letter Campaign 2006,50.00,2006-12-22,Direct Donation,Sawyer Johnson 639,Personal,Unrestricted,Corporate,
FAM1026-20141230-0001,FAM1026,Letter Campaign 2014,100.00,2014-12-30,Direct Donation,Sawyer Johnson 639,Personal,Unrestricted,Corporate,
FAM1026-20151228-0001,FAM1026,Letter Campaign 2015,100.00,2015-12-28,Direct Donation,Jordan Morris 441,Personal,Unrestricted,Corporate,
FAM1028-20061229-0001,FAM1028,Letter Campaign 2006,25.00,2006-12-29,Direct Donation,Dylan Young 703,Personal,Unrestricted,Corporate,
FAM1030-20110117-0001,FAM1030,Letter Campaign 2010,50.00,2011-01-17,Direct Donation,Frankie Nguyen 1030,Personal,Unrestricted,Corporate,
FAM1030-20111221-0001,FAM1030,Letter Campaign 2011,50.00,2011-12-21,Direct Donation,Frankie Nguyen 1030,Personal,Unrestricted,Corporate,
FAM1030-20131213-0001,FAM1030,Letter Campaign 2013,100.00,2013-12-13,Direct Donation,Frankie Nguyen 1030,Personal,Unrestricted,Corporate,
FAM1030-20161230-0001,FAM1030,Pat Griffith Scholarship Fund Creation,100.00,2016-12-30,Direct Donation,Frankie Nguyen 1030,Personal,PGSF,Corporate,
FAM1030-20190125-0001,FAM1030,In Pat's Memory,100.00,2019-01-25,Direct Donation,Frankie Nguyen 1030,Personal,PGSF,Corporate,
FAM1037-20161209-0001,FAM1037,Pat Griffith Scholarship Fund Creation,25.00,2016-12-09,Direct Donation,Milan Roberts 837,Personal,PGSF,Corporate,
FAM1039-20090817-0001,FAM1039,Unprompted,50.00,2009-08-17,Direct Donation,Eden Taylor 315,Personal,Unrestricted,LCV,
FAM1039-20120316-0001,FAM1039,Noise Remediation Fundraiser,150.00,2012-03-16,Direct Donation,Reese Anderson 1471,Personal,Unrestricted,LCV,
FAM1148-20200213-0001,FAM1148,Training and Staff Development; CAAEYC 2020,40.00,2020-02-13,Direct Donation,Quinn Lewis 448,Personal,Unrestricted,JP,
FAM1409-20080728-0001,FAM1409,Phoneraiser 2008,100.00,2008-07-28,Direct Donation,Alex Roberts 1409,Personal,Unrestricted,Corporate,
FAM1409-20110117-0001,FAM1409,Letter Campaign 2010,100.00,2011-01-17,Direct Donation,Brooklyn Thomas 1409,Personal,Unrestricted,Corporate,
FAM1414-20131219-0001,FAM1414,Letter Campaign 2013,100.00,2013-12-19,Direct Donation,Payton Carter 1414,Personal,Unrestricted,Corporate,
FAM1414-20141215-0001,FAM1414,Letter Campaign 2014,100.00,2014-12-15,Direct Donation,Taylor Walker 1414,Personal,Unrestricted,Corporate,
FAM1427-20100903-0001,FAM1427,Unprompted,100.00,2010-09-03,Direct Donation,Elliot Thomas 1427,Personal,Unrestricted,LCV,
FAM1427-20120221-0001,FAM1427,Noise Remediation Fundraiser,100.00,2012-02-21,Direct Donation,Elliot Thomas 1427,Personal,Unrestricted,LCV,
FAM1430-20091212-0001,FAM1430,Letter Campaign 2009,75.00,2009-12-12,Direct Donation,Taylor Smith 1430,Personal,Unrestricted,Corporate,
FAM1430-20110114-0001,FAM1430,Letter Campaign 2010,50.00,2011-01-14,Direct Donation,Logan Adams 1430,Personal,Unrestricted,Corporate,
FAM1430-20140103-0001,FAM1430,Letter Campaign 2013,50.00,2014-01-03,Direct Donation,Taylor Smith 1430,Personal,Unrestricted,Corporate,
FAM1430-20141229-0001,FAM1430,Letter Campaign 2014,50.00,2014-12-29,Direct Donation,Logan Adams 1430,Personal,Unrestricted,Corporate,
FAM1432-20140110-0001,FAM1432,Letter Campaign 2013,81.03,2014-01-10,Direct Donation,Frankie Thomas 1432,Personal,Unrestricted,Corporate,
FAM1441-20131220-0001,FAM1441,Letter Campaign 2013,10.00,2013-12-20,Direct Donation,Eden Nguyen 1441,Personal,Unrestricted,Corporate,
FAM1450-20141222-0001,FAM1450,Letter Campaign 2014,50.00,2014-12-22,Direct Donation,Dylan Hall 1450,Personal,Unrestricted,Corporate,
FAM1465-20111121-0001,FAM1465,Unprompted,50.00,2011-11-21,Direct Donation,Sawyer Johnson 1465,Personal,Unrestricted,JP,
FAM1471-20110603-0001,FAM1471,Unprompted,400.00,2011-06-03,Direct Donation,Jamie Taylor 1471,Personal,Unrestricted,HP,
FAM1503-20120114-0001,FAM1503,Noise Remediation Fundraiser,50.00,2012-01-14,Direct Donation,Payton Carter 1503,Personal,Unrestricted,LCV,
IND0040-20200128-0001,IND0040,Training and Staff Development; CAAEYC 2020,50.00,2020-01-28,Direct Donation,Reese Carter 711,Personal,Unrestricted,LCV,
IND0052-20061229-0001,IND0052,Letter Campaign 2006,100.00,2006-12-29,Direct Donation,Casey King 1004,Personal,Unrestricted,Corporate,
IND0052-20111231-0001,IND0052,Letter Campaign 2011,100.00,2011-12-31,Direct Donation,Casey King 1004,Personal,Unrestricted,Corporate,
IND0052-20141231-0001,IND0052,Letter Campaign 2014,100.00,2014-12-31,Direct Donation,Casey King 1004,Personal,Unrestricted,Corporate,
IND0052-20160430-0001,IND0052,Letter Campaign 2015,100.00,2016-04-30,Direct Donation,Casey King 1004,Personal,Unrestricted,Corporate,
IND0052-20161231-0001,IND0052,Pat Griffith Scholarship Fund Creation,100.00,2016-12-31,Direct Donation,Casey King 1004,Personal,PGSF,Corporate,
IND0052-20171231-0001,IND0052,PGSF Letter Campaign 2017,100.00,2017-12-31,Direct Donation,Casey King 1004,Personal,PGSF,Corporate,
IND0052-20211229-0001,IND0052,Unprompted,100.00,2021-12-29,Direct Donation,Casey King 1004,Personal,Unrestricted,Corporate,
IND0164-20200221-0001,IND0164,Training and Staff Development; CAAEYC 2020,20.00,2020-02-21,Direct Donation,Alex Lopez 1400,Personal,Unrestricted,LCV,
IND0199-20150625-0001,IND0199,Music Class Fundraiser,50.00,2015-06-25,Direct Donation,Phoenix Taylor 1438,Personal,Unrestricted,LCV,
IND0372-20131215-0001,IND0372,Letter Campaign 2013,25.00,2013-12-15,Direct Donation,Blake White 904,Personal,Unrestricted,Corporate,
IND0372-20150123-0001,IND0372,Letter Campaign 2014,25.00,2015-01-23,Direct Donation,Blake White 904,Personal,Unrestricted,Corporate,
IND0372-20151225-0001,IND0372,Letter Campaign 2015,25.00,2015-12-25,Direct Donation,Blake White 904,Personal,Unrestricted,Corporate,
IND0372-20161201-0001,IND0372,Pat Griffith Scholarship Fund Creation,100.00,2016-12-01,Direct Donation,Blake White 904,Personal,PGSF,Corporate,
IND0372-20190419-0001,IND0372,In Pat's Memory,100.00,2019-04-19,Direct Donation,Blake White 904,Personal,PGSF,Corporate,
IND0372-20211229-0001,IND0372,Unprompted,125.00,2021-12-29,Direct Donation,Blake White 904,Personal,Unrestricted,Corporate,
IND0372-20240422-0001,IND0372,Unprompted,100.00,2024-04-22,Direct Donation,Blake White 904,Personal,PGSF,Corporate,
IND0402-20200128-0001,IND0402,Training and Staff Development; CAAEYC 2020,100.00,2020-01-28,Direct Donation,Charlie Edwards 1253,Personal,Unrestricted,JP,
IND0513-20081222-0001,IND0513,Letter Campaign 2008,50.00,2008-12-22,Direct Donation,Shannon Morris 348,Personal,Unrestricted,Corporate,
IND0513-20091214-0001,IND0513,Letter Campaign 2009,50.00,2009-12-14,Direct Donation,Shannon Morris 348,Personal,Unrestricted,Corporate,
IND0513-20101109-0001,IND0513,Unprompted,20.00,2010-11-09,Direct Donation,Shannon Morris 348,Personal,Unrestricted,LCV,
IND0513-20101109-0002,IND0513,Unprompted,20.00,2010-11-09,Direct Donation,Shannon Morris 348,Personal,Unrestricted,LCV,
IND0513-20110106-0001,IND0513,Letter Campaign 2010,50.00,2011-01-06,Direct Donation,Shannon Morris 348,Personal,Unrestricted,Corporate,
IND0513-20110210-0001,IND0513,Unprompted,50.00,2011-02-10,Direct Donation,Shannon Morris 348,Personal,Unrestricted,HP,
IND0513-20110225-0001,IND0513,Unprompted,50.00,2011-02-25,Direct Donation,Shannon Morris 348,Personal,Unrestricted,HP,
IND0513-20111229-0001,IND0513,Letter Campaign 2011,100.00,2011-12-29,Direct Donation,Shannon Morris 348,Personal,Unrestricted,Corporate,
IND0513-20120629-0001,IND0513,Pool Party 2012,50.00,2012-06-29,Direct Donation,Shannon Morris 348,Personal,Unrestricted,LCV,
IND0513-20131220-0001,IND0513,Letter Campaign 2013,50.00,2013-12-20,Direct Donation,Shannon Morris 348,Personal,Unrestricted,Corporate,
IND0513-20141219-0001,IND0513,Letter Campaign 2014,50.00,2014-12-19,Direct Donation,Shannon Morris 348,Personal,Unrestricted,Corporate,
IND0513-20150520-0001,IND0513,Music Class Fundraiser,50.00,2015-05-20,Direct Donation,Shannon Morris 348,Personal,Unrestricted,LCV,
IND0534-20200229-0001,IND0534,Training and Staff Development; CAAEYC 2020,20.00,2020-02-29,Direct Donation,Dakota Perez 16,Personal,Unrestricted,HP,
IND0585-20061207-0001,IND0585,Letter Campaign 2006,50.00,2006-12-07,Direct Donation,Casey Allen 1244,Personal,Unrestricted,Corporate,
IND0585-20091125-0001,IND0585,Breakfast to Go Fundraiser,120.00,2009-11-25,Direct Donation,Casey Allen 1244,Personal,Unrestricted,LCV,
IND0585-20111122-0001,IND0585,Noise Remediation Fundraiser,50.00,2011-11-22,Direct Donation,Casey Allen 1244,Personal,Unrestricted,LCV,
IND0585-20141229-0001,IND0585,Letter Campaign 2014,50.00,2014-12-29,Direct Donation,Casey Allen 1244,Personal,Unrestricted,Corporate,
IND0585-20161226-0001,IND0585,Pat Griffith Scholarship Fund Creation,100.00,2016-12-26,Direct Donation,Casey Allen 1244,Personal,PGSF,Corporate,
IND0615-20161018-0001,IND0615,Music Class Fundraiser,90.00,2016-10-18,Direct Donation,Alex Stewart 1480,Personal,Unrestricted,LCV,
IND0637-20240420-0001,IND0637,Panicked Phone Calls 2024,500.00,2024-04-20,Direct Donation,Jesse Walker 377,Personal,Unrestricted,Corporate,
IND0661-20150610-0001,IND0661,Music Class Fundraiser,65.00,2015-06-10,Direct Donation,Dakota Campbell 1456,Personal,Unrestricted,LCV,
IND0704-20161028-0001,IND0704,Halloween Party,90.00,2016-10-28,Direct Donation,Morgan Young 163,Personal,Unrestricted,LCV,
IND0733-20161005-0001,IND0733,Unprompted,90.00,2016-10-05,Direct Donation,Eden Hall 915,Personal,Unrestricted,LCV,
IND0738-20161114-0001,IND0738,Unprompted,100.00,2016-11-14,Direct Donation,Milan Adams 517,Personal,Unrestricted,LCV,
IND0967-20161005-0001,IND0967,Unprompted,1.00,2016-10-05,Direct Donation,Aubrey Collins 913,Personal,Unrestricted,LCV,
IND0967-20200219-0001,IND0967,Training and Staff Development; CAAEYC 2020,20.00,2020-02-19,Direct Donation,Aubrey Collins 913,Personal,Unrestricted,HP,
IND1034-20110117-0001,IND1034,Letter Campaign 2010,25.00,2011-01-17,Direct Donation,Dakota Stewart 376,Personal,Unrestricted,Corporate,
IND1034-20111231-0001,IND1034,Letter Campaign 2011,50.00,2011-12-31,Direct Donation,Dakota Stewart 376,Personal,Unrestricted,Corporate,
IND1034-20130311-0001,IND1034,Letter Campaign 2012,100.00,2013-03-11,Direct Donation,Dakota Stewart 376,Personal,Unrestricted,Corporate,
IND1034-20131212-0001,IND1034,Letter Campaign 2013,100.00,2013-12-12,Direct Donation,Dakota Stewart 376,Personal,Unrestricted,Corporate,
IND1034-20141229-0001,IND1034,Letter Campaign 2014,100.00,2014-12-29,Direct Donation,Dakota Stewart 376,Personal,Unrestricted,Corporate,
IND1034-20151229-0001,IND1034,Letter Campaign 2015,150.00,2015-12-29,Direct Donation,Dakota Stewart 376,Personal,Unrestricted,Corporate,
IND1034-20161229-0001,IND1034,Pat Griffith Scholarship Fund Creation,100.00,2016-12-29,Direct Donation,Dakota Stewart 376,Personal,PGSF,Corporate,
IND1034-20171230-0001,IND1034,PGSF Letter Campaign 2017,100.00,2017-12-30,Direct Donation,Dakota Stewart 376,Personal,PGSF,Corporate,
IND1034-20200131-0001,IND1034,Training and Staff Development; CAAEYC 2020,50.00,2020-01-31,Direct Donation,Dakota Stewart 376,Personal,Unrestricted,LCV,
IND1046-20171222-0001,IND1046,PGSF Letter Campaign 2017,200.00,2017-12-22,Direct Donation,Alex Smith 80,Personal,PGSF,Corporate,
IND1064-20061110-0001,IND1064,Unprompted,1000.00,2006-11-10,Direct Donation,Spencer Walker 110,Personal,Unrestricted,Corporate,
IND1064-20100106-0001,IND1064,Letter Campaign 2009,100.00,2010-01-06,Direct Donation,Spencer Walker 110,Personal,Unrestricted,Corporate,
IND1064-20110207-0001,IND1064,Letter Campaign 2010,100.00,2011-02-07,Direct Donation,Spencer Walker 110,Personal,Unrestricted,Corporate,
IND1064-20140415-0001,IND1064,Letter Campaign 2013,100.00,2014-04-15,Direct Donation,Spencer Walker 110,Personal,Unrestricted,Corporate,
IND1064-20150109-0001,IND1064,Letter Campaign 2014,100.00,2015-01-09,Direct Donation,Spencer Walker 110,Personal,Unrestricted,Corporate,
IND1072-20161222-0001,IND1072,Pat Griffith Scholarship Fund Creation,200.00,2016-12-22,Direct Donation,Hunter Mitchell 109,Personal,PGSF,Corporate,
IND1095-20200129-0001,IND1095,Training and Staff Development; CAAEYC 2020,100.00,2020-01-29,Direct Donation,Sawyer Cook 239,Personal,Unrestricted,JP,
IND1109-20200128-0001,IND1109,Training and Staff Development; CAAEYC 2020,100.00,2020-01-28,Direct Donation,Payton Torres 305,Personal,Unrestricted,JP,
IND1122-20080103-0001,IND1122,Letter Campaign 2007,25.00,2008-01-03,Direct Donation,Blake Nguyen 384,Personal,Unrestricted,Corporate,
IND1122-20081222-0001,IND1122,Letter Campaign 2008,25.00,2008-12-22,Direct Donation,Blake Nguyen 384,Personal,Unrestricted,Corporate,
IND1122-20110119-0001,IND1122,Letter Campaign 2010,50.00,2011-01-19,Direct Donation,Blake Nguyen 384,Personal,Unrestricted,Corporate,
IND1122-20150126-0001,IND1122,Letter Campaign 2014,25.00,2015-01-26,Direct Donation,Blake Nguyen 384,Personal,Unrestricted,Corporate,
IND1123-20061213-0001,IND1123,Letter Campaign 2006,100.00,2006-12-13,Direct Donation,Logan Murphy 378,Personal,Unrestricted,Corporate,
IND1123-20071029-0001,IND1123,Halloween Party,40.00,2007-10-29,Direct Donation,Logan Murphy 378,Personal,Unrestricted,LCV,
IND1123-20080210-0001,IND1123,Letter Campaign 2007,75.00,2008-02-10,Direct Donation,Logan Murphy 378,Personal,Unrestricted,Corporate,
IND1123-20080512-0001,IND1123,Silent Auction 2008,200.00,2008-05-12,Direct Donation,Logan Murphy 378,Personal,Unrestricted,Corporate,
IND1123-20081020-0001,IND1123,Unprompted,100.00,2008-10-20,Direct Donation,Logan Murphy 378,Personal,Unrestricted,Corporate,
IND1123-20091221-0001,IND1123,Letter Campaign 2009,50.00,2009-12-21,Direct Donation,Logan Murphy 378,Personal,Unrestricted,Corporate,
IND1123-20101229-0001,IND1123,Letter Campaign 2010,50.00,2010-12-29,Direct Donation,Logan Murphy 378,Personal,Unrestricted,Corporate,
IND1123-20110209-0001,IND1123,Unprompted,50.00,2011-02-09,Direct Donation,Logan Murphy 378,Personal,Unrestricted,HP,
IND1123-20111228-0001,IND1123,Letter Campaign 2011,100.00,2011-12-28,Direct Donation,Logan Murphy 378,Personal,Unrestricted,Corporate,
IND1123-20120206-0001,IND1123,Noise Remediation Fundraiser,80.00,2012-02-06,Direct Donation,Logan Murphy 378,Personal,Unrestricted,LCV,
IND1123-20120316-0001,IND1123,Noise Remediation Fundraiser,50.00,2012-03-16,Direct Donation,Logan Murphy 378,Personal,Unrestricted,LCV,
IND1123-20120629-0001,IND1123,Pool Party 2012,50.00,2012-06-29,Direct Donation,Logan Murphy 378,Personal,Unrestricted,LCV,
IND1123-20130724-0001,IND1123,Unprompted,10.00,2013-07-24,Direct Donation,Logan Murphy 378,Personal,Unrestricted,Corporate,
IND1123-20131220-0001,IND1123,Letter Campaign 2013,50.00,2013-12-20,Direct Donation,Logan Murphy 378,Personal,Unrestricted,Corporate,
IND1123-20141219-0001,IND1123,Letter Campaign 2014,50.00,2014-12-19,Direct Donation,Logan Murphy 378,Personal,Unrestricted,Corporate,
IND1123-20150508-0001,IND1123,Music Class Fundraiser,240.00,2015-05-08,Direct Donation,Logan Murphy 378,Personal,Unrestricted,LCV,
IND1123-20150520-0001,IND1123,Music Class Fundraiser,25.00,2015-05-20,Direct Donation,Logan Murphy 378,Personal,Unrestricted,LCV,
IND1123-20150619-0001,IND1123,Unprompted,25.00,2015-06-19,Direct Donation,Logan Murphy 378,Personal,Unrestricted,LCV,
IND1123-20171229-0001,IND1123,PGSF Letter Campaign 2017,25.00,2017-12-29,Direct Donation,Logan Murphy 378,Personal,PGSF,Corporate,
IND1123-20190125-0001,IND1123,In Pat's Memory,30.00,2019-01-25,Direct Donation,Logan Murphy 378,Personal,PGSF,Corporate,
IND1129-20200128-0001,IND1129,Training and Staff Development; CAAEYC 2020,50.00,2020-01-28,Direct Donation,Parker Smith 379,Personal,Unrestricted,JP,
IND1136-20220329-0001,IND1136,Unprompted,200.00,2022-03-29,Direct Donation,Elliot Collins 414,Personal,Unrestricted,JP,
IND1137-20200213-0001,IND1137,Training and Staff Development; CAAEYC 2020,100.00,2020-02-13,Direct Donation,Quinn Thompson 488,Personal,Unrestricted,JP,
IND1138-20200130-0001,IND1138,Training and Staff Development; CAAEYC 2020,50.00,2020-01-30,Direct Donation,Parker Flores 419,Personal,Unrestricted,LCV,
IND1138-20200214-0001,IND1138,Training and Staff Development; CAAEYC 2020,20.00,2020-02-14,Direct Donation,Parker Flores 419,Personal,Unrestricted,LCV,
IND1145-20070413-0001,IND1145,Letter Campaign 2006,50.00,2007-04-13,Direct Donation,Eden Evans 435,Personal,Unrestricted,Corporate,
IND1145-20110204-0001,IND1145,Letter Campaign 2010,50.00,2011-02-04,Direct Donation,Eden Evans 435,Personal,Unrestricted,Corporate,
IND1145-20111230-0001,IND1145,Letter Campaign 2011,50.00,2011-12-30,Direct Donation,Eden Evans 435,Personal,Unrestricted,Corporate,
IND1145-20141222-0001,IND1145,Letter Campaign 2014,50.00,2014-12-22,Direct Donation,Eden Evans 435,Personal,Unrestricted,Corporate,
IND1149-20200305-0001,IND1149,Donation re Farmers Market,50.00,2020-03-05,Direct Donation,Jordan Walker 986,Personal,Unrestricted,Corporate,
IND1149-20220731-0001,IND1149,Unprompted,25.00,2022-07-31,Direct Donation,Jordan Walker 986,Personal,Unrestricted,Corporate,
IND1149-20220731-0002,IND1149,Unprompted,25.00,2022-07-31,Direct Donation,Jordan Walker 986,Personal,Unrestricted,Corporate,
IND1184-20071217-0001,IND1184,Letter Campaign 2007,100.00,2007-12-17,Direct Donation,Shannon Clark 628,Personal,Unrestricted,Corporate,
IND1185-20170102-0001,IND1185,Pat Griffith Scholarship Fund Creation,20.00,2017-01-02,Direct Donation,Kendall Adams 632,Personal,PGSF,Corporate,
IND1190-20200220-0001,IND1190,Training and Staff Development; CAAEYC 2020,40.00,2020-02-20,Direct Donation,Casey Young 364,Personal,Unrestricted,JP,
IND1209-20200124-0001,IND1209,Training and Staff Development; CAAEYC 2020,100.00,2020-01-24,Direct Donation,Jesse Nguyen 1497,Personal,Unrestricted,JP,
IND1209-20200213-0001,IND1209,Training and Staff Development; CAAEYC 2020,60.00,2020-02-13,Direct Donation,Jesse Nguyen 1497,Personal,Unrestricted,JP,
IND1210-20200122-0001,IND1210,Training and Staff Development; CAAEYC 2020,500.00,2020-01-22,Direct Donation,Frankie Flores 716,Personal,Unrestricted,JP,
IND1210-20200213-0001,IND1210,Training and Staff Development; CAAEYC 2020,140.00,2020-02-13,Direct Donation,Frankie Flores 716,Personal,Unrestricted,JP,
IND1215-20070514-0001,IND1215,Training and Staff Development; CAAEYC 2007,150.00,2007-05-14,Direct Donation,Kendall Evans 792,Personal,Unrestricted,,
IND1215-20161212-0001,IND1215,Pat Griffith Scholarship Fund Creation,150.00,2016-12-12,Direct Donation,Kendall Evans 792,Personal,PGSF,Corporate,
IND1215-20181231-0001,IND1215,In Pat's Memory,100.00,2018-12-31,Direct Donation,Kendall Evans 792,Personal,PGSF,Corporate,
IND1237-20201231-0001,IND1237,Unprompted,200.00,2020-12-31,Direct Donation,Harper Rogers 895,Personal,Unrestricted,Corporate,
IND1238-20200131-0001,IND1238,Training and Staff Development; CAAEYC 2020,50.00,2020-01-31,Direct Donation,Spencer Flores 710,Personal,Unrestricted,LCV,
IND1238-20200226-0001,IND1238,Training and Staff Development; CAAEYC 2020,20.00,2020-02-26,Direct Donation,Spencer Flores 710,Personal,Unrestricted,HP,
IND1246-20120106-0001,IND1246,Extra,40.00,2012-01-06,Direct Donation,Emerson Clark 902,Personal,Unrestricted,Corporate,
IND1262-20200131-0001,IND1262,Training and Staff Development; CAAEYC 2020,50.00,2020-01-31,Direct Donation,Brooklyn Carter 994,Personal,Unrestricted,JP,
IND1270-20200213-0001,IND1270,Training and Staff Development; CAAEYC 2020,45.00,2020-02-13,Direct Donation,Kendall Murphy 1032,Personal,Unrestricted,JP,
IND1281-20171223-0001,IND1281,PGSF Letter Campaign 2017,50.00,2017-12-23,Direct Donation,Robin Rogers 661,Personal,PGSF,Corporate,
IND1295-20131113-0001,IND1295,Unprompted,100.00,2013-11-13,Direct Donation,Eden Torres 475,Personal,Unrestricted,JP,
IND1356-20151227-0001,IND1356,Letter Campaign 2015,50.00,2015-12-27,Direct Donation,Corey Thomas 1387,Personal,Unrestricted,Corporate,
IND1368-20200131-0001,IND1368,Training and Staff Development; CAAEYC 2020,250.00,2020-01-31,Direct Donation,Parker Cook 1419,Personal,Unrestricted,JP,
IND1393-20200128-0001,IND1393,Training and Staff Development; CAAEYC 2020,50.00,2020-01-28,Direct Donation,Jamie Clark 1486,Personal,Unrestricted,JP,
IND1404-20111018-0001,IND1404,Unprompted,250.00,2011-10-18,Direct Donation,Elliot Young 1404,Personal,Unrestricted,Corporate,
IND1405-20081222-0001,IND1405,Letter Campaign 2008,25.00,2008-12-22,Direct Donation,Harper Mitchell 1405,Personal,Unrestricted,Corporate,
IND1405-20091222-0001,IND1405,Letter Campaign 2009,25.00,2009-12-22,Direct Donation,Harper Mitchell 1405,Personal,Unrestricted,Corporate,
IND1405-20111227-0001,IND1405,Letter Campaign 2011,25.00,2011-12-27,Direct Donation,Harper Mitchell 1405,Personal,Unrestricted,Corporate,
IND1405-20121203-0001,IND1405,Letter Campaign 2012,30.00,2012-12-03,Direct Donation,Harper Mitchell 1405,Personal,Unrestricted,Corporate,
IND1405-20131220-0001,IND1405,Letter Campaign 2013,30.00,2013-12-20,Direct Donation,Harper Mitchell 1405,Personal,Unrestricted,Corporate,
IND1405-20141212-0001,IND1405,Letter Campaign 2014,30.00,2014-12-12,Direct Donation,Harper Mitchell 1405,Personal,Unrestricted,Corporate,
IND1405-20151204-0001,IND1405,Letter Campaign 2015,30.00,2015-12-04,Direct Donation,Harper Mitchell 1405,Personal,Unrestricted,Corporate,
IND1405-20160930-0001,IND1405,Music Class Fundraiser,30.00,2016-09-30,Direct Donation,Harper Mitchell 1405,Personal,Unrestricted,Corporate,
IND1405-20171218-0001,IND1405,PGSF Letter Campaign 2017,30.00,2017-12-18,Direct Donation,Harper Mitchell 1405,Personal,Unrestricted,Corporate,
IND1405-20181220-0001,IND1405,In Pat's Memory,30.00,2018-12-20,Direct Donation,Harper Mitchell 1405,Personal,PGSF,Corporate,
IND1405-20191206-0001,IND1405,In Pat's Memory,30.00,2019-12-06,Direct Donation,Harper Mitchell 1405,Personal,PGSF,Corporate,
IND1405-20201231-0001,IND1405,Unprompted,30.00,2020-12-31,Direct Donation,Harper Mitchell 1405,Personal,Unrestricted,Corporate,
IND1405-20220930-0001,IND1405,Unprompted,30.00,2022-09-30,Direct Donation,Harper Mitchell 1405,Personal,Unrestricted,Corporate,
IND1405-20220930-0002,IND1405,Unprompted,30.00,2022-09-30,Direct Donation,Harper Mitchell 1405,Personal,Unrestricted,Corporate,
IND1405-20221231-0001,IND1405,Unprompted,30.00,2022-12-31,Direct Donation,Harper Mitchell 1405,Personal,Unrestricted,LCV,
IND1405-20221231-0002,IND1405,Unprompted,30.00,2022-12-31,Direct Donation,Harper Mitchell 1405,Personal,Unrestricted,Corporate,
IND1406-20091229-0001,IND1406,Letter Campaign 2009,18.00,2009-12-29,Direct Donation,Emerson Flores 1406,Personal,Unrestricted,Corporate,
IND1406-20110117-0001,IND1406,Letter Campaign 2010,36.00,2011-01-17,Direct Donation,Emerson Flores 1406,Personal,Unrestricted,Corporate,
IND1406-20111230-0001,IND1406,Letter Campaign 2011,18.00,2011-12-30,Direct Donation,Emerson Flores 1406,Personal,Unrestricted,Corporate,
IND1406-20130311-0001,IND1406,Letter Campaign 2012,18.00,2013-03-11,Direct Donation,Emerson Flores 1406,Personal,Unrestricted,Corporate,
IND1408-20161209-0001,IND1408,Pat Griffith Scholarship Fund Creation,90.00,2016-12-09,Direct Donation,Kendall Cook 1408,Personal,Unrestricted,LCV,
IND1411-20110428-0001,IND1411,Noise Remediation Fundraiser,100.00,2011-04-28,Direct Donation,Morgan Cook 1411,Personal,Unrestricted,LCV,
